parl_const,parl_const_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4
E14001206,Dunstable And Leighton Buzzard,53527,7857,560,,453,,0.01,2.4,97.59,0.08,1.32,25.52,73.08,0.18,0.87,3.83,95.13,,3.39,22.68,73.93,,,,,,2.87,21.85,75.28,,0.23,99.77,,,,9.31,90.69,,,,0.55,99.45,,,,11.61,88.39,,,,,,,,,12.36,87.64,,,,,,0.13,99.87,,0.21,1.31,7.07,91.42,,0.03,0.33,1.27,98.37,,,2.86,14.46,82.68,,,,,,,,3.31,13.91,82.78,,,,0.13,99.87,,0,0.73,3.31,95.96,,,0.05,1.34,98.61,,,0.18,8.93,90.89,,,,,,,,0.22,10.38,89.4,,,,,100,,,,0.13,99.87,,,,,100,,,,,100,,,,,,,,,,100,0.39,14.46,70.42,14.47,0.26,3.75,25.18,58.8,11.65,0.62,3.21,59.54,33.72,3.53,,12.49,57.35,27.42,2.75,
E14001207,Ealing Central And Acton,68319,2043,403,,304,,,0.02,99.98,,0.02,7.22,92.76,,,0.15,99.85,,0.25,10.17,89.58,,,,,,0.33,9.21,90.46,,,100,,,,1.28,98.72,,,,,100,,,,0.5,99.5,,,,,,,,,0.33,99.67,,,,,,,100,,,,0.05,99.95,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,0.05,99.95,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,0.04,4.88,95.08,,,0.05,5.78,94.18,,,6.62,39.72,53.65,,,5.68,36.03,58.3
E14001208,Ealing North,50079,2298,325,,233,,,0.02,99.98,,2.54,19.29,78.18,,,0.57,99.43,,2.15,7.69,90.15,,,,,,3,9.01,87.98,,,100,,,,4.78,95.22,,,,,100,,,,1.54,98.46,,,,,,,,,2.15,97.85,,,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,2.6,97.4,,,,3.26,96.74,,,1.15,27.18,71.67,,,1.52,25.07,73.41
E14001209,Ealing Southall,48844,1620,239,1,171,,,0.02,99.98,,,17.87,82.13,,,0.43,99.57,,,20.08,79.92,,,100,,,,18.13,81.87,,,100,,,,9.06,90.94,,,,0.06,99.94,,,,9.21,90.79,,,,,100,,,,12.87,87.13,,,,,,,100,,,,0.1,99.9,,,,,100,,,,0.84,99.16,,,,,100,,,,0.58,99.42,,,,,100,,,,0,100,,,,,100,,,,0.84,99.16,,,,,100,,,,0.58,99.42,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0.03,6.65,93.32,,,0.06,8.09,91.85,,0.72,4.52,43.33,51.43,,0.86,4.07,43.27,51.79
E14001210,Earley And Woodley,43357,4889,503,101,379,,,2.34,97.66,0.16,0.92,23.86,75.05,,,2.21,97.79,,0.6,16.3,83.1,,,9.9,90.1,,,9.23,90.77,,0.56,99.44,,,,10.07,89.93,,,,0.45,99.55,,,,13.52,86.48,,,,4.95,95.05,,,,6.33,93.67,,,,,,0,100,,,0.26,6.85,92.89,,,,0.06,99.94,,,0.4,2.98,96.62,,,,,100,,,,0.26,99.74,,,,,100,,,0,5.22,94.77,,,,0.04,99.96,,,0.4,2.58,97.02,,,,,100,,,,0.26,99.74,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,100,,,,,100,,1.04,13.88,66.72,18.36,0.04,2.13,14.17,68.3,15.36,1.4,15.46,39.45,38.06,5.63,3.27,14.52,36.65,38.74,6.81
E14001211,Easington,48168,14772,1361,,612,,0.12,4.33,95.56,1.54,7,30.96,60.49,0.54,1.64,9.08,88.74,1.69,7.35,37.18,53.78,,,,,1.31,5.23,41.5,51.96,,2.04,97.96,,,0,17.01,82.98,,,0.03,7.26,92.71,,,0.15,29.9,69.95,,,,,,,,,27.78,72.22,,,,,0,0.22,99.78,0.11,0.44,2.11,11.13,86.21,0.01,0.2,0.53,2.76,96.51,0.15,0.96,4.04,17.19,77.66,,,,,,,0.16,3.43,17.32,79.08,,,,0.22,99.78,0,0.19,0.76,8.88,90.17,0.01,0.03,0.29,1.75,97.92,,0.29,1.91,15.28,82.51,,,,,,,,0.82,16.5,82.68,,,,,100,,,0,0.22,99.78,,,,0.1,99.9,,,,0.88,99.12,,,,,,,,,1.31,98.69,4.34,30.2,57.74,7.15,0.57,7,45.85,40.32,6.02,0.81,19.03,39.56,39.44,1.96,,24.7,55.33,18.51,1.46,0.01
E14001212,East Grinstead And Uckfield,45293,38407,1911,31,1228,0.4,1.07,9.91,88.62,4.51,8.87,23.67,62.94,4.3,10.55,28.84,56.31,11.41,17.74,33.8,37.05,,,74.19,25.81,10.91,15.64,35.75,37.7,,3.43,96.57,,,0.34,14.99,84.67,,,,13.07,86.93,,,0.37,31.34,68.29,,,,16.13,83.87,,,0.08,27.61,72.31,,,0.02,0.13,0.32,2.81,96.72,1.12,2.12,5.57,15.47,75.72,0.6,2.02,4.48,9.84,83.05,1.36,4.92,13.71,22.82,57.2,,,,38.71,61.29,0.16,3.34,13.19,22.31,60.99,,0.04,0.26,1.27,98.43,0.29,1.67,3.76,9.94,84.33,,1.1,3.95,9.64,85.3,0.26,2.09,10.94,22.61,64.1,,,,32.26,67.74,,0.57,10.59,21.34,67.51,,,,0.09,99.91,0.02,0.12,0.26,1.64,97.96,,,0.08,1.38,98.54,,0.05,0.42,3.4,96.13,,,,,100,,,,2.85,97.15,24.37,40.68,17.41,17.51,0.03,42.83,31.86,17.87,7.4,0.04,45.49,29.96,20.72,3.83,,63.29,25.14,10.81,0.77,
E14001213,East Ham,41229,1003,254,,165,,,,100,,0.02,16.54,83.43,,,0.1,99.9,,,17.72,82.28,,,,,,,19.39,80.61,,,100,,,,0.92,99.08,,,,,100,,,,3.15,96.85,,,,,,,,,4.85,95.15,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,0.84,99.16,,,,1.6,98.4,,,0.51,36.56,62.93,,,1.3,32.8,65.9
E14001214,East Hampshire,42996,51484,1988,190,1385,0.18,1.12,7.41,91.29,5.19,9.91,20.63,64.28,1.57,4.66,19.29,74.48,10.61,15.54,30.18,43.66,,7.89,29.47,62.63,5.7,12.2,34.58,47.51,,3.8,96.2,,,0.46,16.77,82.77,,,0,12.55,87.45,,,1.21,26.46,72.33,,,,7.37,92.63,,,0.22,20.14,79.64,,,0.01,0.12,0.73,1.98,97.16,0.54,3.49,6,12.17,77.8,0.1,1,2.05,5.6,91.26,0.75,6.24,12.98,20.62,59.41,,,,14.74,85.26,0.07,1.66,10.04,20.58,67.65,,0.01,0.18,1.59,98.21,0.09,0.83,4.07,11.11,83.9,,0.11,1.18,5.49,93.22,0.05,1.91,8.2,21.48,68.36,,,,13.68,86.32,,0.51,4.48,19.21,75.81,,,,0.03,99.97,0.01,0.07,0.45,1.65,97.83,,,,0.13,99.87,,0.5,1.36,5.78,92.35,,,,,100,,0.07,0.29,2.09,97.55,17.48,41.22,17.85,22.3,1.14,27.6,46.76,20.94,4.46,0.24,28.2,44.07,20.68,7.05,,47.99,42.98,7.99,1.02,0.01
E14001215,East Surrey,44361,26177,1214,454,992,0.07,0.63,7.35,91.95,4.3,13.21,27.51,54.98,0.09,2.28,15.32,82.32,8.57,17.46,29.41,44.56,1.76,6.61,37.22,54.41,4.03,13.71,34.38,47.88,,2.06,97.94,,,0.08,13.77,86.14,,,,4.08,95.92,,,0.66,28.91,70.43,,,,4.85,95.15,,,0.4,12.7,86.9,,,,,0.08,0.65,99.27,0.53,1.21,3.12,11.91,83.22,0,0.16,0.53,3.6,95.71,0.91,3.13,5.6,17.63,72.73,,,0.66,23.79,75.55,0.3,1.21,2.12,19.35,77.02,,,0.06,0.51,99.43,,0.84,1.54,7.41,90.21,,0,0.4,2.83,96.77,,1.65,5.02,13.01,80.31,,,,20.04,79.96,,0.4,1.81,13.61,84.17,,,,0.02,99.98,,,0.07,0.61,99.32,,,,0.04,99.96,,,0.16,2.06,97.78,,,,1.76,98.24,,,,2.32,97.68,13.15,22.15,21.81,21.97,20.91,24.26,27.7,18.24,17.45,12.36,26.42,27.51,23.16,15.76,7.15,50.62,20.39,15.46,10.93,2.61
E14001216,East Thanet,55538,3214,600,,313,,,0.1,99.9,0.65,1.85,12.07,85.44,,0.06,0.47,99.47,0.33,1.67,15.17,82.83,,,,,,0.64,12.78,86.58,,0.39,99.61,,,,4.46,95.54,,,,1.52,98.48,,,,9.67,90.33,,,,,,,,,6.07,93.93,,,,,,0.15,99.85,,0.15,0.43,3.71,95.7,,,0.03,0.44,99.53,,,1,6.33,92.67,,,,,,,,,2.56,97.44,,,,0.11,99.89,,,0.27,2.32,97.41,,,,0.34,99.66,,,0.83,3.83,95.33,,,,,,,,,0.32,99.68,,,,,100,,,,0.14,99.86,,,,,100,,,,0.5,99.5,,,,,,,,,,100,,0.07,8.18,67.33,24.42,,0.9,10.02,64.22,24.86,0.12,2.13,46.15,39.21,12.4,0.25,5.51,44.56,42.22,7.47
E14001217,East Wiltshire,45312,105386,3315,216,2795,0.56,1.05,11.79,86.6,7.91,13.61,33.46,45.01,3.38,5.54,18.32,72.77,10.11,10.26,32.37,47.27,,0.46,18.98,80.56,9.87,9.95,29.84,50.34,0.02,13.23,86.76,,,1.75,31.42,66.83,,,0.14,23.77,76.09,,,3.53,40.39,56.08,,,,9.26,90.74,,,3.43,37.57,59,,,0.04,0.09,0.33,2.45,97.08,0.95,2.12,6.96,16.93,73.04,0.55,1.04,2.2,5.26,90.95,2.14,3.5,8.78,17.04,68.54,,,,3.7,96.3,2.25,3.51,7.05,15.89,71.31,,0.05,0.15,1.65,98.15,0.31,1.15,3.92,12.9,81.72,0.07,0.59,1.38,4.16,93.8,0.9,1.96,6.73,14.75,75.66,,,,,100,0.86,1.82,5.72,13.27,78.32,,,,0.04,99.96,0.04,0.09,0.29,2.03,97.55,,0.01,0.03,0.28,99.68,0.15,0.18,0.39,2.96,96.32,,,,,100,0.18,0.21,0.25,2.79,96.57,24.68,34.12,28.93,11.62,0.66,46.13,39.82,8.67,5.29,0.1,40.11,37.9,18.47,3.29,0.23,63.43,29.74,5.35,1.44,0.03
E14001218,East Worthing And Shoreham,45789,5556,505,,453,,0,0.45,99.55,0.01,0.1,19.33,80.56,0.59,2.05,9.04,88.32,,4.16,32.08,63.76,,,,,,4.64,34.88,60.49,,1.55,98.45,,,0,13.32,86.67,,,,17.57,82.43,,,0.79,28.32,70.89,,,,,,,,0.88,31.57,67.55,,,,,0,0.1,99.9,,0.05,0.09,3.52,96.34,0.2,0.83,1.53,7.09,90.35,1.78,2.57,0.59,8.32,86.73,,,,,,1.99,2.87,0.66,9.27,85.21,,,,0.08,99.92,,0,0.06,2.24,97.7,,0.2,1.4,6.68,91.72,,0.79,3.96,6.73,88.51,,,,,,,0.88,4.42,7.51,87.2,,,,,100,,,0,0.1,99.9,,,,0.4,99.6,,0.2,0.79,3.56,95.45,,,,,,,0.22,0.88,3.97,94.92,0.3,1.84,37.8,28.29,31.77,3.64,8.82,32.97,31.79,22.79,1.48,14.03,52.05,15.03,17.41,11.77,16.81,43.29,18.72,9.41
E14001219,Eastbourne,51570,4423,489,,339,,,2.29,97.71,0.03,3.18,26.99,69.8,0.43,1.04,5,93.53,,2.86,25.77,71.37,,,,,,2.95,24.78,72.27,,0.29,99.71,,,,22.38,77.62,,,0.11,6.15,93.74,,,,18.61,81.39,,,,,,,,,17.7,82.3,,,,,,0.04,99.96,0,0.02,0.62,5.4,93.96,0.09,0.38,1.09,2.17,96.27,,,0.82,8.59,90.59,,,,,,,,1.18,10.32,88.5,,,,,100,,0.02,0.12,1.81,98.05,,0.11,0.57,1.74,97.58,,,,2.66,97.34,,,,,,,,,3.24,96.76,,,,,100,,,,0.02,99.98,,,0.02,0.45,99.53,,,,,100,,,,,,,,,,100,0.05,0.14,7.66,81.33,10.81,24.55,3.96,7.75,55.32,8.41,0.26,2.75,53.44,43.13,0.42,29.84,5.27,34.41,29.48,0.99
E14001220,Eastleigh,42569,5092,399,147,308,,0,2.68,97.32,2.48,4.85,23.71,68.96,,0.43,6.36,93.21,2.76,7.52,14.79,74.94,,,10.2,89.8,,,9.09,90.91,,0.45,99.55,,,,8.42,91.58,,,,2.2,97.8,,,,15.54,84.46,,,,2.04,97.96,,,,1.3,98.7,,,,,,0.08,99.92,0,0.07,1.29,4.29,94.35,,,,0.37,99.63,,0.75,3.01,6.02,90.23,,,,1.36,98.64,,,,1.62,98.38,,,,0.03,99.97,,0,0.09,2.56,97.35,,,,0.35,99.65,,0.25,1,4.76,93.98,,,,1.36,98.64,,,,1.3,98.7,,,,,100,,,,0.03,99.97,,,,,100,,,,0.25,99.75,,,,0.68,99.32,,,,0.65,99.35,0.02,3.18,22.08,70.14,4.58,1.08,6.05,26.43,58.7,7.74,0.64,27.17,44.28,27.01,0.9,4.46,29.56,43.6,20.33,2.06
E14001221,Edmonton And Winchmore Hill,50495,2196,335,,275,,,0.3,99.7,0.02,0.25,8.25,91.48,,,0.23,99.77,,0.3,7.76,91.94,,,,,,0.36,8.73,90.91,,,100,,,,2.87,97.13,,,,,100,,,,4.18,95.82,,,,,,,,,5.09,94.91,,,,,,,100,,,,0.4,99.6,,,,,100,,,,0.3,99.7,,,,,,,,,0.36,99.64,,,,,100,,,,0.29,99.71,,,,,100,,,,0.3,99.7,,,,,,,,,0.36,99.64,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,1.16,98.84,,,,1,99,,0.03,1.66,25.56,72.75,,0.23,1.91,28.42,69.44
E14001222,Ellesmere Port And Bromborough,46865,5529,490,133,367,,0,0.55,99.45,0.09,1.08,18.89,79.94,,0.85,7.92,91.23,0.41,0.82,17.14,81.63,,,38.35,61.65,,0.54,21.8,77.66,,0.26,99.74,,,0.2,12.23,87.57,,,,0.56,99.44,,,0.41,13.27,86.33,,,,19.55,80.45,,,0.27,8.45,91.28,,,,,,0.1,99.9,0,0.01,0.46,12.64,86.88,,,,1.56,98.44,0.2,,1.22,13.67,84.9,,,,10.53,89.47,0.27,,1.36,13.9,84.47,,,,,100,,0,0.22,3.08,96.69,,,,,100,,0.2,,2.45,97.35,,,,6.02,93.98,,0.27,,3.54,96.19,,,,,100,,,,0.02,99.98,,,,,100,,,,0.41,99.59,,,,,100,,,,,100,7.41,17.57,24.68,33.59,16.76,6.28,17.31,25.32,30.75,20.35,27.06,28.93,18.4,17.24,8.38,28.31,35.85,20.89,9.01,5.95
E14001223,Eltham And Chislehurst,47385,3073,542,,452,,0.02,1.53,98.45,0.39,4.95,20.38,74.28,0.03,2.83,6.51,90.63,1.11,7.38,24.54,66.97,,,,,1.33,7.52,24.78,66.37,,0.01,99.99,,,0,11.34,88.66,,,,0.55,99.45,,,0.74,13.65,85.61,,,,,,,,0.88,14.6,84.51,,,,,,0.09,99.91,,0.02,0.78,5.73,93.47,,,0.13,1.63,98.24,,0.55,1.29,9.59,88.56,,,,,,,0.66,1.55,7.52,90.27,,,,0.01,99.99,,,0.03,1.72,98.25,,,,1.11,98.89,,,1.11,3.14,95.76,,,,,,,,1.33,3.76,94.91,,,,,100,,,,0.07,99.93,,,,,100,,,0.18,0.74,99.08,,,,,,,,0.22,0.88,98.89,,0.19,1.31,18.24,80.26,,0.2,3.09,19.36,77.35,0.07,1.42,17.94,51.07,29.5,0.75,4.72,20.14,40.61,33.78
E14001224,Ely And East Cambridgeshire,51229,72672,3278,,1896,0.04,0.43,12.09,87.45,7.57,13.46,32.22,46.75,0.06,0.83,12.37,86.75,8.66,13.48,35.57,42.28,,,,,6.17,8.97,34.76,50.11,,5.57,94.43,,,0.36,31.42,68.22,,,,5.98,94.02,,,0.73,47.9,51.37,,,,,,,,,41.67,58.33,,,,0.01,0.03,0.73,99.23,0.83,2.34,7.62,19.29,69.93,,0,0.06,1.01,98.93,2.23,3.54,10.56,21.26,62.42,,,,,,1.74,1.42,7.54,20.73,68.57,,,0.01,0.36,99.64,0.17,1.2,4.23,16.16,78.23,,,0.04,0.65,99.31,0.34,3.14,8.36,19.25,68.91,,,,,,,1.95,5.7,16.24,76.11,,,,,100,,,0.03,0.62,99.35,,,,,100,,,0.06,0.58,99.36,,,,,,,,,0.11,99.89,3.54,14.72,49.95,31.32,0.47,7.05,11.95,62.28,18.54,0.18,10.03,27.49,50.97,11.51,,15.99,27.39,53.09,3.54,0
E14001225,Enfield North,53706,4041,412,104,513,,,0.06,99.94,0.09,0.8,10.34,88.76,,0.27,3.14,96.59,,0.73,16.5,82.77,,,16.35,83.65,,0.58,16.57,82.85,,0.05,99.95,,,,11.47,88.53,,,,3.84,96.16,,,,7.52,92.48,,,,46.15,53.85,,,,15.2,84.8,,,,,,,100,,,0.01,0.05,99.94,,,,,100,,,,0.73,99.27,,,,3.85,96.15,,,,1.36,98.64,,,,,100,,,,0.03,99.97,,,,,100,,,,0.73,99.27,,,,3.85,96.15,,,,1.36,98.64,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0,6.05,93.94,,,0.82,7.97,91.22,,0.01,13.33,51.34,35.32,0.57,2.5,11.56,41.1,44.27
E14001226,Epping Forest,46768,12631,978,274,735,0.05,0.31,5.69,93.95,1.55,12.66,35.16,50.63,2.03,4.35,14.69,78.93,8.08,16.56,33.33,42.02,0.36,3.28,28.47,67.88,7.76,16.73,32.24,43.27,,2.34,97.66,,,,13.65,86.35,,,0.06,6.24,93.7,,,0.2,37.73,62.07,,,,4.74,95.26,,,0.27,25.99,73.74,,,,0.01,0.01,0.27,99.72,0.25,0.18,1.83,8.95,88.79,,0.07,0.49,2.74,96.7,1.84,3.37,4.81,16.77,73.21,,,0.36,4.38,95.26,2.04,2.99,4.08,15.37,75.51,,,0.01,0.23,99.76,,0.33,0.67,6.67,92.33,,,0.32,2.42,97.26,0.2,3.78,3.89,12.68,79.45,,,0.36,2.19,97.45,0.27,4.63,2.72,9.93,82.45,,,,,100,,0.01,0,0.24,99.75,,,,0.04,99.96,,,,3.27,96.73,,,,,100,,,,2.86,97.14,0.04,2.09,13.65,32.26,51.96,2.04,7.23,21.96,38.6,30.17,1.49,14.76,43.11,36.84,3.81,8.27,15.91,41.03,30.26,4.53
E14001227,Epsom And Ewell,46277,5819,774,93,503,,0,1.03,98.96,0.29,1.74,19.32,78.65,,0.62,8.88,90.5,0.13,5.68,23.39,70.8,,,15.05,84.95,,2.98,21.07,75.94,,0.02,99.98,,,,3.8,96.2,,,,0.91,99.09,,,,9.56,90.44,,,,6.45,93.55,,,,5.17,94.83,,,,,,0.05,99.95,,,0.41,6.77,92.82,,,,2.27,97.73,,0.39,1.55,12.02,86.05,,,,12.9,87.1,,,0.6,15.31,84.1,,,,0.05,99.95,,,0.02,2.62,97.36,,,,1.96,98.04,,,1.29,8.27,90.44,,,,12.9,87.1,,,0.4,10.74,88.87,,,,,100,,,,0.05,99.95,,,,,100,,,,1.55,98.45,,,,1.08,98.92,,,,2.39,97.61,0.29,1.83,18.35,30.16,49.37,2.2,3.71,18.46,31.05,44.58,2.64,10.23,31.85,32.53,22.76,8.59,13.27,29.63,29.85,18.66
E14001228,Erewash,48071,5987,481,107,395,,,0.55,99.45,0.33,2.54,23.76,73.37,,,2.54,97.46,,2.49,16.63,80.87,,,9.35,90.65,,3.04,13.67,83.29,,46.89,53.11,,,,73.15,26.85,,,,38.98,61.02,,,,66.74,33.26,,,,62.62,37.38,,,,70.63,29.37,,,,,,0,100,,0.05,0.62,7.21,92.12,,,,0.03,99.97,,,0.83,6.86,92.31,,,,1.87,98.13,,,1.01,6.84,92.15,,,,,100,,,0.15,3.02,96.83,,,,,100,,,,3.74,96.26,,,,1.87,98.13,,,,4.3,95.7,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,5.38,20.61,24.73,49.29,,3.86,14.31,18.14,63.69,0.01,10,49.81,19.59,20.58,0.05,8.64,43.18,25.17,22.97
E14001229,Erith And Thamesmead,53859,2552,377,,312,,0.01,0.64,99.35,0.26,4.03,28.09,67.62,,1.61,4.66,93.73,,3.98,28.38,67.64,,,,,,4.81,28.85,66.35,,0.08,99.92,,,0,9.54,90.45,,,,0.35,99.65,,,,9.55,90.45,,,,,,,,,9.94,90.06,,,,,,0.01,99.99,,,0.24,1.95,97.81,,,0.08,1.92,98,,,3.18,2.12,94.69,,,,,,,,3.85,2.56,93.59,,,,0,100,,,0,0.3,99.69,,,,0.35,99.65,,,1.06,2.39,96.55,,,,,,,,1.28,2.88,95.83,,,,,100,,,,0.01,99.99,,,,,100,,,,0.53,99.47,,,,,,,,,0.64,99.36,,0,0.19,17.14,82.67,,0.04,0.78,15.83,83.35,,2.72,10.79,40.87,45.62,0.04,2.7,10.78,39.77,46.71
E14001230,Esher And Walton,45480,4686,606,,485,,0.04,2.88,97.08,0.18,3.75,21.95,74.12,,0.47,4.29,95.24,1.98,1.82,14.52,81.68,,,,,2.47,1.86,9.48,86.19,,0.08,99.92,,,,20.84,79.16,,,,0.51,99.49,,,,10.73,89.27,,,,,,,,,10.72,89.28,,,,,,0,100,,0.04,0.2,1.17,98.6,,,,0.26,99.74,,0.33,1.49,3.63,94.55,,,,,,,0.41,1.86,4.33,93.4,,,,,100,,,0.04,0.42,99.54,,,,0.23,99.77,,,0.83,3.3,95.87,,,,,,,,1.03,4.12,94.85,,,,,100,,,,0,100,,,,,100,,,,0.17,99.83,,,,,,,,,0.21,99.79,,0.06,0.09,8.32,91.52,,0.64,2.13,10.26,86.96,0.05,1.65,15.9,38.92,43.48,0.85,4.74,15.6,37.77,41.04
E14001231,Exeter,47634,3255,348,,191,,,1.83,98.17,,0.01,30.09,69.89,,0.28,4.09,95.64,,0.29,37.64,62.07,,,,,,0.52,42.41,57.07,,0.1,99.9,,,,2.04,97.96,,,,0.58,99.42,,,,2.87,97.13,,,,,,,,,4.71,95.29,,,,,,0,100,0,,0.07,2.25,97.68,,0.03,0.09,0.83,99.05,,,,5.17,94.83,,,,,,,,,7.85,92.15,,,,0,100,,,0,0.35,99.65,,,0.06,0.52,99.42,,,,2.87,97.13,,,,,,,,,4.71,95.29,,,,,100,,,,0,100,,,,,100,,,,0.57,99.43,,,,,,,,,1.05,98.95,0.3,25.85,73.52,0.33,,0.98,22.8,73.12,3.1,,0.42,76.51,23.07,,,2.64,70.81,26.54,,
E14001232,Exmouth And Exeter East,51414,25198,1300,204,736,0,0.07,4.04,95.89,0.68,3.12,26.27,69.93,0.25,0.89,8.31,90.54,0.69,4.77,28.69,65.85,1.96,8.82,17.16,72.06,0.68,4.76,24.32,70.24,,1.81,98.19,,,0.01,19.87,80.12,,,,3.1,96.9,,,,13.62,86.38,,,,11.76,88.24,,,,12.36,87.64,,,,0,0.03,1.61,98.36,0.04,1.04,3.28,15.01,80.64,0.05,0.36,0.85,3.58,95.16,0.08,0.46,3.23,15,81.23,0.98,2.94,5.39,8.82,81.86,0.27,0.82,2.45,11.68,84.78,,,0.02,0.39,99.58,0,0.14,1.74,7.18,90.95,,0,0.36,2.26,97.38,,,0.92,7.77,91.31,,0.98,4.41,8.33,86.27,,0.27,1.63,5.3,92.8,,,,0.12,99.88,,0,0.02,0.64,99.33,,,0,0.13,99.87,,,,0.54,99.46,,,,,100,,,,,100,1.53,25.75,50.85,13.28,8.59,4.39,36.17,50.31,8.07,1.06,7.09,45.12,35.55,9.5,2.75,15.79,53.03,28.91,1.95,0.32
